"PatternId_decimal",description,"killchain_stage",name,objective,"pattern_updated",scenario,scenarioFriendly,severity,"show_in_ui",tactic,technique
10287,"Mshta launched under Microsoft Word with an unusual command line. This might result from a malicious macro in a lure document. Investigate the process tree to find the originating file and look for similar files delivered to other hosts.",Exploitation,WordMshtaPhishing,"Gain Access","1698429517.0","malicious_document","Malicious document",70,True,"Initial Access","Spearphishing Attachment"
10288,"A recon command launched under a productivity application. This might result from a malicious macro in a lure document. Investigate the process tree to find the originating file and look for similar files delivered to other hosts.",Exploitation,ReconPhishing,"Gain Access","1698430764.0","malicious_document","Malicious document",70,True,"Initial Access","Spearphishing Attachment"
10289,"Windows Management Instrumentation (WMI) launched under Microsoft Word. If WMI is unexpected, it might be part of a malicious phishing campaign. Investigate the process tree to find the originating file and look for similar files delivered to other hosts.",Exploitation,WordWMIPhishing,"Gain Access","1698429517.0","malicious_document","Malicious document",70,True,"Initial Access","Spearphishing Attachment"
10290,"A productivity application unexpectedly wrote and ran an executable. This might result from a malicious macro in a lure document. Investigate the process tree to find the originating file and look for similar files delivered to other hosts.",Exploitation,ProdAppPhishing,"Gain Access","1698430764.0","malicious_document","Malicious document",70,True,"Initial Access","Spearphishing Attachment"
10291,"A command line indicates an attempt to hijack a remote desktop protocol session. Review the process tree.",Unknown,RemoteDesktopProtocol,Explore,"1698429517.0","user_compromise","User Compromise",70,True,"Lateral Movement","Remote Desktop Protocol"
10292,"A process unexpectedly wrote and ran an executable. Malware often subverts otherwise benign processes to write and run malicious payloads. Investigate the process tree.",Unknown,RemoteFileCopy,"Contact Controlled Systems","1698430764.0","suspicious_activity","Suspicious activity",70,True,"Command and Control","Ingress Tool Transfer"
10293,"Svchost unexpectedly wrote and ran an unusual file. Malware often subverts otherwise benign processes to write and run malicious payloads. Investigate the process tree.",Unknown,SvchostRemoteFileCopy,"Contact Controlled Systems","1698429517.0","suspicious_activity","Suspicious activity",70,True,"Command and Control","Ingress Tool Transfer"
10294,"Certutil was observed downloading file(s) from a remote location. This process is rarely used benignly in this context. Please review the command line and process tree.",Unknown,CertutilRemoteFileCopy,"Contact Controlled Systems","1698430764.0","suspicious_activity","Suspicious activity",70,True,"Command and Control","Ingress Tool Transfer"
10295,"A suspicious process may have accessed an Active Directory database (NTDS.dit). This might indicate an attempt to steal domain credentials. Investigate the process tree.","Lateral motion",NtdsDatabaseAccess,"Gain Access","1698430764.0","credential_theft","Credential theft",70,True,"Credential Access","OS Credential Dumping"
10296,"A suspicious process appears to be collecting data in a protected file archive. This might indicate intent to steal data. Investigate the process tree.",Unknown,SuspiciousArchiveCommand,"Follow Through","1698430764.0","data_theft","Data Theft",70,True,Collection,"Data from Local System"
10297,"A suspicious process appears to be issuing commands indicative of VM or Sandbox checks. If this activity is unexpected, review the process tree.",Unknown,AntiVMCommands,"Keep Access","1698429517.0","suspicious_activity","Suspicious activity",70,True,"Defense Evasion","Virtualization/Sandbox Evasion"
10298,"A suspicious process leveraged WMI in an attempt to download and execute a payload. Some malware abuses WMI to retrieve malicious scripts or executables from staging servers. Review the command line.",Unknown,WMIDownload,"Follow Through","1698430764.0","attacker_methodology","Attacker Methodology",70,True,Execution,"Command and Scripting Interpreter"
10299,"MSBuild was used to execute a suspicious file. View the process tree to determine if the behavior is expected and if the target file is malicious.",Unknown,MsbuildSuspiciousExecution,"Keep Access","1698429517.0","suspicious_activity","Suspicious activity",70,True,"Defense Evasion","Trusted Developer Utilities Proxy Execution"
10300,"SoundRecorder was executed from the command line to record audio. Check the process tree to determine if this was expected.",Unknown,SoundRecorder,"Follow Through","1698429517.0","suspicious_activity","Suspicious activity",70,True,Collection,"Audio Capture"
10301,"A PowerShell script was used to dump the memory of a process, possibly to gain access to user credentials or data. Check the process tree to determine what kind of data the process may contain and if this was intentional.",Unknown,PShellProcDump,"Follow Through","1698429517.0","suspicious_activity","Suspicious activity",70,True,Collection,"Data from Local System"
10302,"Cscript was used to inject a value into a signed Windows Script Host file to download and execute another file. Observe the command line parameters and determine if the activity is expected.",Unknown,WindowsScriptHostInjection,"Follow Through","1698430764.0","suspicious_activity","Suspicious activity",70,True,Execution,"Command and Scripting Interpreter"
10303,"A critical level detection was triggered on this process for testing purposes.",Unknown,TestTriggerCritical,"Falcon Detection Method","1698429517.0","suspicious_activity","Suspicious activity",90,True,"Falcon Overwatch","Malicious Activity"
10304,"A high level detection was triggered on this process for testing purposes.",Unknown,TestTriggerHigh,"Falcon Detection Method","1698430764.0","suspicious_activity","Suspicious activity",70,True,"Falcon Overwatch","Malicious Activity"
10305,"A medium level detection was triggered on this process for testing purposes.",Unknown,TestTriggerMedium,"Falcon Detection Method","1698430764.0","suspicious_activity","Suspicious activity",50,True,"Falcon Overwatch","Malicious Activity"
10306,"A low level detection was triggered on this process for testing purposes.",Unknown,TestTriggerLow,"Falcon Detection Method","1698430764.0","suspicious_activity","Suspicious activity",30,True,"Falcon Overwatch","Malicious Activity"
10307,"An informational level detection was triggered on this process for testing purposes.",Unknown,TestTriggerInformational,"Falcon Detection Method","1698429517.0","suspicious_activity","Suspicious activity",10,True,"Falcon Overwatch","Malicious Activity"
10308,"A process attempted to get the list of domain trust relationships. This is indicative of activity associated with Lateral Movement techniques. Review the command line and process tree.",Unknown,DomainTrustEnum,Explore,"1698430764.0","suspicious_activity","Suspicious activity",70,True,Discovery,"Domain Trust Discovery"
10309,"A CMSTP.exe process appears to have been supplied with a suspicious INF file. CMSTP.exe may be abused to load and execute DLLs and/or COM scriplets (SCT) from remote servers. Review the command line.",Unknown,CMSTPSuspiciousExecution,"Keep Access","1698429517.0","suspicious_activity","Suspicious activity",70,True,"Defense Evasion",CMSTP
10310,"A process was seen adding a registry value to the Windows Defender exclusion path. This is indicative of malware attempting to thwart Windows Defender scanning its contents. Review the process tree and the command line.",Unknown,WindowsDefenderExclusion,"Keep Access","1698429517.0","suspicious_activity","Suspicious activity",70,True,"Defense Evasion","Modify Registry"
